index,sentences,abuse,sentiment,offensiveness
245,"저도 작년부터 복통에 설사에 장이 많이 안좋아져서 걱정이 이만저만이 아니였는데, 저 뿐만아니라 10~20대에서 많이 나타나는 크론병이란걸 처음 알았네요.. 앞으로는 인스턴스 음식 줄이고 제 건강부터 챙겨야 겠습니다 좋은정보 감사합니다.",NON,POS,NOT
246,민족을 생각하면 김정은정권 비위를 맞출것이 아니라 제거해서 북주민을 구출할 생각을 해라.,NON,NEG,NOT
247,담주에 레즈클럽가서 여자랑 키스 조진다 ,ABS,NEG,OFFEN
248,MBC는 무조건 걸러서 올림픽 보고 있다.,NON,NEG,NOT
249,거참 제안은 했네 근데 로이터 통신 보도할때 부인하냐,NON,NEG,NOT
250,좆구리네 시발ㅋㅋ,ABS,NEU,OFFEN
251,두리짱,NON,POS,NOT
252,혜민스님별명.txt ,NON,NEU,NOT
253,기름은 안나는  유전 있네,NON,NEU,NOT
254,아씨발야한이야기좀그만해 ,ABS,NEG,OFFEN
255,순영이 노아주다는 좋은데 혁이는 좀 에반데 ㅋㅋㅋㅋㅋ,NON,NEU,NOT
256,유학생은 접종소외계층  2030은 소외에서도 배제된계층인가어떻게 자국민이 외국인에 밀리는 우스운 나라도 있냐이게 나라냐고 페북에 해쉬태그달던 2030어디감??,NON,NEG,LIKELY
257,스윙스가 쇼미8 주범 아니라니까 시발,ABS,NEU,OFFEN
258,모든 젠더 스펙트럼~??? 이 부분'도' 너무 위험하다...,NON,NEU,NOT
259,사실 메호대전은 AI임 ㅇㅇ,NON,NEU,NOT
260,오피녀들 진짜 몇초안에싸개하더라,ABS,NEU,OFFEN
261,아시잘 청주사는새끼없냐 어휴시ㅡ발럼들아 ,ABS,NEG,OFFEN
262,이거 정말 잘만든 영화인데...,NON,POS,NOT
263,수박값이 왜이렇게 오르는 걸까요? 3만원 하는거 보고 놀랬는데 4만원도 하는군요. 계란값은 한번 오른후 내리지도 않고 너무 비싼거같아요. 아무래도 비싸니 덜 먹게 되는거 같아요.,NON,NEU,NOT
264,중간에 해먹는 놈들이...,NON,NEG,NOT
265,원슈 이새끼 붐뱁에도 ㅅㅌㅊ노 ㄹㅇ..,ABS,NEU,LIKELY
266,휴가철마다 불법파업하는 저 암덩어리들을 얼마나 대리고 살려고,NON,NEG,LIKELY
267,오늘 릴보이 개지렸다 진짜,ABS,POS,NOT
268,이태오는 미웠지만 본체는 다시 봤다,NON,POS,NOT
269,오늘갤물좆같네진짜 ,ABS,NEG,OFFEN
270,꺄아 좋다좋다 끄2 전면 재조사 가즈아!!,NON,POS,NOT
271,불매 운동해서 업자들부터 확실히 조져야 함.,ABS,NEG,LIKELY
272,인수해서 잘돌아갈만하면 노조들  또 객기부림 그럼 또 부도,NON,NEG,LIKELY
273,부사관학원다니면서 만난 여자애가 여친임 ㅋㅋ,NON,NEU,NOT
274,이거 갓겜임 이거 렉걸리는 이유가 프롭이 많아서 그러는 거니까 컴퓨터 좋으면 괜찮을 거임 아마도,NON,POS,NOT
275,As나 잘 해주세요.타이칸 인수할때 바닥철판이 휘어서 소리나는거 고쳐준다더니 5개월째 해결이 안되고 있습니다. 독일 본사 답변만 기다리고 있는중이라고..,NON,NEG,NOT
276,아직도  축구 야구에  메달을  기대하는  사람들  이해가  안간다  매체들과  관계자들의  기대감과  큰소리는  더더욱  세계수준에도  못미침이  확연한데도  왜자꾸  기대하고  마치  세계수준인듯  광고하고  몰두하는건지  요행이나  운을  바라지말고  수준을  똑바로  인식하고  기본부터  쌓아나가자,NON,NEG,NOT
277,한...글...ㅇ..,NON,POS,NOT
278,아이씨발 흉가체험 유투브보는데 졸라무섭네,ABS,NEG,OFFEN
279,"인도영화는 역시!!! 스토리, 영상, 배우들의 연기까지 뭐하나 빠지는거없이 꽉찬 영화!!",NON,POS,NOT
280,진짜 사람들 ㅈㄴ무섭다 전엔 관심도 없었으면서 이때다 싶어서 몰려드는것봐 설리때도 그랬겠지,ABS,NEU,LIKELY
281,더위가 한풀꺽일려나보다,NON,NEU,NOT
282,"공적자금은 주지도 않았고,  대출해주는거투자자가 나타나서 인수하는건 부채까지 다 가져가는거Sm은 재개38위 그룹.에디슨은  모터스는 규모자체가 말이 안됨.한해 매출이 조단위인데,거기에 비하면 영세업체에요.망하지 말고 다시흥해서  나라발전에 기여해보세요쌍차든 뭔든 국내기업 모두 화이팅~",NON,POS,NOT
283,기레기 제목 하고는ㅉㅉ,ABS,NEG,OFFEN
284,초코의 진리~넘넘 맛있어요 하마모양은 덤,NON,POS,NOT
285,저거 다지키다가 피곤해서 살겠나 서장훈이나 하지,NON,NEG,LIKELY
286,안마셔서 얻는 이득이 훨씬 크다,NON,POS,NOT
287,왜 사지,NON,NEG,NOT
288,좆같은커뮤니티에인생담지말고니들실제인생에집중하란말이야,ABS,NEU,OFFEN
289,제품이 빨리도착했네요 포장상태도 만족스럽고 한번사용했는데 만복스럽습니다.,NON,POS,NOT
290, 타임특가로 구매했는데 너무 이뻐요 발림도 좋도 발색도 뛰어나 네오 왜 극찬하는지 알겠어요 배송 빠르고 좋네요,NON,POS,NOT
291,숫자놀이하지마라,NON,NEG,NOT
292,트럼프게이야...,ABS,NEU,LIKELY
293,색감이 정말 튀어요. 발림 좋으나 지속력이 떨어져 수시로 체크해야 하네요,NON,POS,NOT
294, 저렴히고 색상 예쁘네 오,NON,POS,NOT
295,생미나리는 기생충이 있기 때문에 꼭 익혀서 드시길~,NON,POS,NOT
296,우리나라 현역체계 개씨발인듯,ABS,NEG,OFFEN
297,mbc가 mbc 했네 ㅎㅎ,NON,NEG,LIKELY
298,책광고,NON,NEU,NOT
299,맛있진않지만 그리 먹기 힘든맛은 아닙니다ㆍ몸에좋다니 쭈욱먹으렵니다,NON,POS,NOT
300,중력자 변환 능력 얻고 나서 패드 고장났네요. LB키 조심하세요.,NON,POS,NOT
301,낙농업 카르텔부터 조패야된다 원유가격연동제 아무리 공급이 많아도 가격이 안떨어진다.,NON,NEG,LIKELY
302,피하고 도망가고 피하고 도망가고 야스하고끝,NON,POS,NOT
303,공중화장실 세면대 칸막이 해야한다.  손 대충 씻고 물탁탁 옆사람한테 사방팔방 튀는것도 금지해야한다. 그리고 손 안씻으면 문 안열리는 장치도 설치해야한다,NON,NEG,NOT
304,내가 싫어하는 해산물 ,NON,NEU,NOT
305,"어릴적 극장에서 볼때도, 학교다닐때 텔레비젼에서 해줄때도 언제나 나를 행복하게 해줬던 영화.",NON,POS,NOT
306,이런걸 국내에서 만들었다는게 완전 신기했습니다~,NON,POS,NOT
307,석우대표님 수고하셨습니다 블록 체인이 실생활에 유용하게접목되기를 기대합니다 에이아이댑스사의 DCS 1.0버젼 좋더군요~에이콘(AICO)토큰도 업비트와함께하길 바랍니다 ^^,NON,POS,NOT
308,성욱이가그러던데 효건이 아파트살돈은있다고,NON,NEU,NOT
309,개념글 염보성 후려치기 글 실체 정리 .,NON,NEU,NOT
310,어설프게 나올려면 차라리 브롱코 따라해라,NON,NEU,NOT
311,때중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,NEU,NOT
312,비구리앰터딘새끼돈빌려갈땐언제고 ,ABS,NEG,OFFEN
313,근데 진짜 명품은 맞네 고객관리하는거보니 다른가방팔이들은 말이명품이지 막찍어내는데,NON,POS,NOT
314,개년이 나빼고 딴놈한텐 다대줬네,ABS,NEG,OFFEN
315,끝나서 하는말인데 백상 후보 영상이나 사진 선정 존나 별로더라,ABS,NEG,OFFEN
316,ㅋㅋ 재미있어요. 왠지 스타워즈 7편 같았어요,NON,POS,NOT
317,본인이 게이라고 생각하시면 쳐 입으세요~,ABS,NEG,OFFEN
318,직원 다짜르고 시설만 인수하시죠,NON,NEU,NOT
319,니 행동에 내가 현타온다,NON,NEU,NOT
320,우리 할머니가 태어나기도 전에 나온 영화라니...!,NON,POS,NOT
321,"너무 걱정 마시구려, 815까지 확진자 증가하는건  유치원생도 아는 정답지, 815지나 태극기   집회  사라지면 8월 중순 부터 확진자 줄어 들면서 9월 되면 안정세로 갑니다, 두고 보세요",NON,NEU,NOT
322,진짜 감동을 주는 영화 ...,NON,POS,NOT
323,준영이 차준환도 닮았다는 반응이 많은데,NON,NEU,NOT
324,"난 영어자막 판 비디오로 있는데...암튼 뭐, 디즈니 애니니까...",NON,NEU,NOT
325,늘 그렇듯이 페리페라 잉크 더 벨벳 아주 좋습니다 색상 별로가지고있는데정말하나도안빼고다마음에들어요앞으로홍홍홍,NON,POS,NOT
326,성교육은 성소수정신병자가 얼마나 비윤리적이고 신과 자연을 거스르는 중대범죄인지 알려주는것도 중요하다..또한 성행위를 장려하는듯한 문장이 없어야하며 청소년기에는 무조건 절제해야하며 성인이되어 관계가 시작되면 반드시 피임할것을 요구해야한다..그리고 임신중지가 무엇인가? 낙태를 말하는것 같은데 낙태는 살인범죄임을 가르치고 이를 예방하기위해 반드시 피임해야하며 피임하지않고 관계후 임신을 하면 모든 책임은 본인에게 있다는것을 확실히 인지시켜야한다,NON,NEU,NOT
327,말랑말랑한 젤리를 보며 머리를 쓰는 당분이 머리에 좋다는걸 증명하는 게임입니다,NON,POS,NOT
328,"그냥 bts는 이미 케이팝의 한 범주가 아니라 글로벌 팝주류일 뿐... 미나리와 윤여정의 성공이 한국영화의 성공이 아닌 개인의 성공인것처럼, 방탄의 성공은 방탄의 성공일 뿐 한국 음악의 성공은 아니다.",NON,NEU,NOT
329,옥수수를 날것으로도 먹을 수 있는 초당옥수수는 맛이 어떨지 궁금합니다. 여름이 제철인 옥수수를 주로 삶아 먹었었는데 삶기보다는 쪄서 먹는것이 더욱 쫄깃쫄깃하게 먹을 수 있는 비법이었네요.,NON,POS,NOT
330,어디가 인수하든 국민세금으로 지원 안하길...계속 반복적일텐데 밑빠진 독 아닌가?,NON,NEU,NOT
331,치맥 먹으문 통풍 옴....바람만 불어도  통증을  느껴서 통풍임,NON,NEU,NOT
332,마미손이 사람 하나 살렸네,NON,POS,NOT
333,염보한테 김택용보다 남순이 더 좋은 형임,NON,NEU,NOT
334,바벌사 이 새끼는 웃기게 못하니까 중독성이 좆됨,ABS,POS,NOT
335,아샌 강증하고싶다 ,NON,NEU,NOT
336,유용한 정보 많아서  자주봐요^^,NON,NEU,NOT
337,부자가 누가 저런 짓 하냐? 다 되팔이 떨거지들 궁상이지 ㅋㅋ 쪽 팔리는 줄 알아라,ABS,NEG,OFFEN
338,소녀전선?이었나? 그 게임이 생각나네요,NON,POS,NOT
339,뭐하라고 이런것보고 범죄 일으키라고 남자나 여자나 성의 욕구를  어찌풀지 이런것 보고 풀리나?,NON,NEU,NOT
340,완전 짱!!!,NON,POS,NOT
341,뇌절존나치네 진짜 ㅅㅂ ,ABS,NEG,OFFEN
342,씨발 바이스벌사 듣고 웃겨 뒤지는줄 알았다,ABS,POS,LIKELY
343,바이스벌사 발달장애인거 생각해 얘들아;,NON,NEU,NOT
344,주말엔 전국적으로 비 온다고 해서 밭에 물 퍼는 작업을 미루었더니 비는 개뿔~,NON,NEG,LIKELY
345,과거 간통으로  미국 행. 잠잠해지니. 한국행  태진아. 강통 간통 간통 . 상대 가족은 자살 ……,NON,NEG,LIKELY
346,예약전화했더니 이번주 일요일껀 다 매진됐다고ㅠ 담주로 잡으려면 내일 아침에 다시 전화하던지  인터파크로 예약하라던데.. 다시 잡아야겠다.남주니 때문에 가려다 남준이땜에 매진이라니...,NON,NEG,NOT
347,풀버전 사이퍼 보니까 허성현 이새끼 은근잘하네?,ABS,NEU,NOT
348,와 나미 존나 감동적이네,ABS,POS,NOT
349,짱개녀로달린다,ABS,NEU,OFFEN
350,윤경이가 이쁘잔...ㄹㅇ,NON,POS,NOT
351,"쿠션팩트는 돌고돌아 블랙쿠션 무조건,,,,여기칼배송이에요 넘,,조하ㅠㅠ",NON,POS,NOT
352,???:스카이민혁 못느끼는 네가 힙찔이임 ㅇㅇ,NON,NEU,NOT
353,"7시간짜리 영상이 존재한다면, 죽기전에 꼭 한번 보고싶다.",NON,POS,NOT
354,19년도에 남순이 고정 진짜로 2천따리였음?,ABS,NEU,NOT
355,마지막에 미란이가 코난 손 잡을 때 눈물나 ㅠㅠ,NON,POS,NOT
356,평점이 왜 이렇게 낮죠?,NON,POS,NOT
357,커닝시티고ㅋㅋ,NON,NEU,NOT
358,"피해자가 분명히 있는데 가해자 주위 사람들이 ""나한테는 잘해줬다. 그러므로 괜찮은 사람이다"" 이 지랄.. 분명히 피해자가 있는데...",ABS,NEG,LIKELY
359,이 상황에 백신 맞은 사람은 격리 면제 아직도 안 고치고 있다 대단하다 정부나 질본이나 뭐하냐?,NON,NEG,LIKELY
360,울학교 강당에 헬스기구 조낸 많음,ABS,NEU,NOT
361,요~ 나는랩~하곤했지거리벤치에앉아,NON,NEU,NOT
362,전라디언들이 나라 전체를 오염시키고 어지럽히는 구나,ABS,NEG,OFFEN
363,아 청소년용도 아니고왜 우리나라는내가 남성청소년용 지필할려면?어떻게해야하나? 학교에  납품은 할수있나?,NON,NEG,LIKELY
364,야 근데 학폭한새끼 왤캐 불쌍하다하냐??,ABS,NEG,OFFEN
365, 입술색과 너무 비슷해서 좀 강한 색을 고를걸 싶지만 발림 좋고 무난합니다. 가을 느낌은 나네 오 ㅎㅎ,NON,POS,NOT
366,무서우면 나와서 싸돌아댕기지 말고 집구석에 쳐박혀있어라 공포분위기 조성하는데 한몫하지 말고 감기보다 약한 바이러스가지고 생호들갑떨지말고,NON,NEG,LIKELY
367,"통수치는새끼, 사람대하는태도 순식간에변하는새끼 ",ABS,NEG,OFFEN
368,이방카 이년 빅파이노ㅋㅋㅋㅋ,ABS,NEG,OFFEN
369,새로 나온 색들 다 취향저격ㅠㅠ 색상. 진짜 예뻐요. 착색도 저색으로 다면 좋겠지만 많은 거 바라지 않아요ㅠㅠㅠ그냥 너무 예쁨,NON,POS,NOT
370,이기욱 <===== 이새기 엑소 첸 존나 억울하게 닮았지않냐,ABS,NEU,LIKELY
371,얼마나 좆노꼴이면 계속 안짤리냐?,ABS,NEG,OFFEN
372,한주라도 더 받는게 아니고 공모불참자가 늘어날듯,NON,NEU,NOT
373,"맨손장갑 뭐 이런거 때문만은 아니예요..한포진으로 너무너무 고생했는데1. 고무장갑 낄때 3M목장갑? 같은걸끼고 고무장갑을 사용하고, (세탁할때, 요리할때 등등도 목장갑 + 라텍스?장갑)2. 물을 조금씩 나누어 자주 많이 마시고3. 보습제 바르고 손을 붕대로 감고 자고ㅠㅠ4. (제일 중요) 땀이 날만큼 운동을 하고(대신 바로 땀 씻어줘야함)나았어요...",NON,NEU,NOT
374,바벌사 박자 안지킬거면 걍 원기옥 시원하게 해라ㅋㅋ,NON,NEU,NOT
375,끄붕이는 유튭에서 그말이 제일 기억에남긔,NON,NEU,NOT
376,기대한 데로 색상 엄청 이뻐요 캐릭터도 제가 원하는 아이로 딱,NON,POS,NOT
377,하~ 우짜냐 진짜,NON,NEU,NOT
378,응 나가서 많이 팔고 와라,NON,NEG,NOT
379,얏바리 꼬꼬와 시골나농? 긍데 흑발애는 왜 꼐임씬이 없는겁니까? 제작진 님하?,NON,POS,NOT
380,니키에게 모든 영광을.,NON,POS,NOT
381,싱글벙글 보추촌 3,ABS,NEG,OFFEN
382,스릴넘치고 마지막엔 정말 감동..,NON,POS,NOT
383,정말 모더나를 생소해서 불안하는 사람이 있나요? 없어서 못 맞는게 더 불안하지,NON,NEU,NOT
384,전 국민을 백신거지로 만들어서 자영업자들 다 망하게 만든 최악의 정권..맞을래도 맞을 백신이 없다. 이게 현실이다. 백신만 충분하면 하루에 2백만명 접종도 가능한 나라가 우리나라다,NON,NEG,NOT
385,이번화 최대 피해자...,NON,NEU,NOT
386,미친새끼들 많노,ABS,NEG,OFFEN
387,진짜 저렇게 해도 방송타는구나,NON,NEU,NOT
388,대한민국 전국 마트랑 커피샵은 죄다 신세계만들라구 난리네나 이마트 싫은데,NON,NEG,LIKELY
389,존나 인기많고 돈많고 멋잇는데 25살까지 모쏠인사람,ABS,NEG,OFFEN
390,스카이민혁 우승각이면 개추 ㄱㄱ,ABS,NEU,NOT
391,아시팔존나추엉 ,ABS,NEG,OFFEN
392,매각하려고 띄우는 중인듯...,NON,NEG,NOT
393, 페리페라 벨벳 립을 두 번째 구매하는데 가성비 최고 네오 사실 비싼 품질보다 더 좋은 것 같기도 해요 착색 엄청 좋아서 지속력 좋고요,NON,POS,NOT
394,"미국 미제 뉴욕 감성으로 가는거지 커피 맛으로 가는거 아닌데... 간판이나 인테리어, 브랜드 이미지 바뀌면 하다못해 노브랜드 커피매장 이라는 분위기가 나는 순간 아무도 안가고 그냥 망하는거지.",NON,NEU,NOT
395,잠지에미친새기들 ,ABS,NEG,OFFEN
396,푸퀴들은 푸르ㅈ목 때문에 ㅈㅁㅈ랑 안엮이면 좋다할걸?,ABS,NEU,OFFEN
397,윤석열을 왜이렇게 겁을내지. 참 나쁜짓 많이 했나보네 . 내년에 윤석열 대통령되면 참 재밌는 대한민국 되겠네~~~ㅋㅋㅋ,NON,NEG,LIKELY
398,걱정마라 어차피 실차는 티볼리수준일거다,NON,NEU,NOT
399,10분전 병신들모음,ABS,NEU,OFFEN
400,내가 어린이였다면 토니와 같이 연잎을 밟으며 물 위를 뛰고 공중에서 사다리를 타는 꿈을 꿀 법한 영화.,NON,POS,NOT
401,코스프레시발 ,ABS,NEG,OFFEN
402,바벌사 풀버전 방송에 나온거말고 ㅈㄴ길게했는데?,ABS,NEU,LIKELY
403,빨리 출시나 해,NON,NEG,NOT
404,정말 끝내주네요 3편도 기대합니다 !!!ㅎㅎ,NON,POS,NOT
405,이런데 무슨 코로나 종식 ㅋㅋㅋㅋㅋㅋㅋ 강원도 간사람들은 최소 정부욕은 하지마라 ㅋㅋㅋㅋㅋ 이명박근혜 때였으묜 니들 전부 땅크행이다 ㅋㅋㅋㅋ,NON,NEG,NOT
406,매장에 원하는 색상 없어서 인터넷으로 구매했습니다. 원하던 색상 구하게 되어 발품을 덜었습니다. 배송도 무지 빠르고요.,NON,POS,NOT
407,좇같은 기준 ㅋㅋ 무난한 랩 <<< 개정공타령,ABS,NEU,OFFEN
408,요즘은 손을 잘 안대지만 덕분에 재밌었습니다,NON,POS,NOT
409,"찰옥수수에는 탄수화물, 단백질, 식이섬유, 비타민 등 영양성분이 풍부하다. 검정찰옥수수에는 항산화 활성이 높은 안토시아닌이 풍부하고, 노랑찰옥수수는 일반찰옥수수보다 비타민 A와 눈 건강에 좋은 베타카로틴이 8배(16.4㎍/100g) 많이 들어 있다~~~*",NON,POS,NOT
410,적극추천 생각했던거보다훨씬좋습니다피부가완존환해졌고촉촉하고잡티도조엷어진것같아서좋습니다적극추천합니다반했어요,NON,POS,NOT
411,언텔사건 묻힌거 ㅈㄴ짜증나네,ABS,NEG,OFFEN
